timestamp,tipo_cambio_aplicado,banco_id,cuenta_id,saldo_usd_original,saldo_bs_convertido,codigo_verificacion
2026-03-19T02:43:43.666898+00:00,6.96,1,1,215830.9162,1502183.1768,EE7D704D
2026-03-19T02:43:43.670892+00:00,6.96,4,1,309897.5700,2156887.0872,01DB5F06
2026-03-19T02:43:43.669896+00:00,6.96,3,1,235552.5903,1639446.0285,E2FFCF87
2026-03-19T02:43:43.670892+00:00,6.96,5,1,13238.7635,92141.7940,495E343F
2026-03-19T02:43:43.668892+00:00,6.96,2,1,267870.2036,1864376.6171,B032AB3A
2026-03-19T12:32:47.427889+00:00,6.96,7,8732623600240100,366551.7546,2551200.2120,84613695,OK,Consistente
2026-03-19T12:32:47.427384+00:00,6.96,6,3242286493970990,105384.1659,733473.7947,5E956B2E,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,7,5141169411910610,298296.7466,2076145.3563,C4A30044,OK,Consistente
2026-03-19T12:32:47.427384+00:00,6.96,6,7517376064847880,434297.2411,3022708.7981,80DE77E5,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,8,7357153878129740,423558.4028,2947966.4835,A93AFF9E,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,7,8207744673585300,425383.3417,2960668.0582,DFAA21C8,OK,Consistente
2026-03-19T12:32:47.427384+00:00,6.96,6,1398718576091030,90513.5430,629974.2593,3E04BD1E,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,8,2010361744884170,372454.1694,2592281.0190,9FC0470B,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,7,9619837818001980,360741.9749,2510764.1453,04C69079,OK,Consistente
2026-03-19T12:32:47.427384+00:00,6.96,6,2687952392422130,73057.7286,508481.7911,4F3C3266,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,7,6435228874268360,297001.1472,2067127.9845,650DB9AD,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,8,5816564512962510,101835.7877,708777.0824,BBB09BE9,OK,Consistente
2026-03-19T12:32:47.426382+00:00,6.96,4,1,110981.1393,772428.7295,9FD1ACCB,OK,Consistente
2026-03-19T12:32:47.427384+00:00,6.96,6,7183496909213050,189784.4289,1320899.6251,C0962401,OK,Consistente
2026-03-19T12:32:47.427384+00:00,6.96,6,3813135324671820,484952.4785,3375269.2504,B691E54F,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,7,1292277475820320,359353.0856,2501097.4758,17F88C84,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,8,185959967422678,425451.1937,2961140.3082,8EF7D15E,OK,Consistente
2026-03-19T12:32:47.426382+00:00,6.96,3,1,418118.0488,2910101.6196,1F857656,OK,Consistente
2026-03-19T12:32:47.427384+00:00,6.96,6,1485588519568690,160917.5369,1119986.0568,BC1B87EE,OK,Consistente
2026-03-19T12:32:47.425384+00:00,6.96,2,1,205522.8932,1430439.3367,8C48A1E8,OK,Consistente
2026-03-19T12:32:47.426382+00:00,6.96,5,1,126087.1707,877566.7081,CB3B19A5,OK,Consistente
2026-03-19T12:32:47.423382+00:00,6.96,1,1,297448.0774,2070238.6187,62FB5209,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,8,9892379249824570,392.0303,2728.5309,56F573C5,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,7,8679920260759680,108478.9417,755013.4342,AE7747FF,OK,Consistente
2026-03-19T12:32:47.426382+00:00,6.96,4,2,935.6918,6512.4149,666FFB17,OK,Consistente
2026-03-19T12:32:47.427384+00:00,6.96,6,2107752081629090,469396.2227,3266997.7100,3D46872E,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,8,8678382651208960,91612.0229,637619.6794,E3599080,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,7,6451777711707570,102652.4260,714460.8850,9F70F891,OK,Consistente
2026-03-19T12:32:47.427384+00:00,6.96,6,930638886417742,372663.4560,2593737.6538,A545C2F2,OK,Consistente
2026-03-19T12:32:47.426382+00:00,6.96,3,2,471858.4493,3284134.8071,D2D264F9,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,8,8497149420259160,350782.0650,2441443.1724,7DD887D2,OK,Consistente
2026-03-19T12:32:47.425384+00:00,6.96,2,2,153862.2693,1070881.3943,20C31563,OK,Consistente
2026-03-19T12:32:47.426382+00:00,6.96,5,2,160495.4949,1117048.6445,9600B102,OK,Consistente
2026-03-19T12:32:47.423382+00:00,6.96,1,2,361731.1643,2517648.9035,628BD7D9,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,7,5208860856115170,227388.5482,1582624.2955,438CD4CB,OK,Consistente
2026-03-19T12:32:47.427384+00:00,6.96,6,7168915654668580,421147.7657,2931188.4493,5158A607,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,8,4591727942489560,494427.5774,3441215.9387,FB1A14D2,OK,Consistente
2026-03-19T12:32:47.426382+00:00,6.96,4,3,304110.2675,2116607.4618,17F3AA2B,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,7,9841247644083000,489796.5316,3408983.8599,F8E4E495,OK,Consistente
2026-03-19T12:32:47.427384+00:00,6.96,6,3194343327899460,445464.0534,3100429.8117,104C73FF,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,8,4769571854912110,131678.5018,916482.3725,CAD077E8,OK,Consistente
2026-03-19T12:32:47.426382+00:00,6.96,3,3,377511.1803,2627477.8149,76BD9952,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,7,2786764172548960,496584.4000,3456227.4240,7DBEE362,OK,Consistente
2026-03-19T12:32:47.425384+00:00,6.96,2,3,81369.5027,566331.7388,13622540,OK,Consistente
2026-03-19T12:32:47.426382+00:00,6.96,5,3,265725.6293,1849450.3799,5E427996,OK,Consistente
2026-03-19T12:32:47.427384+00:00,6.96,6,2488132149992370,449598.0741,3129202.5957,E7B01B9A,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,8,2671110005773000,350913.6191,2442358.7889,7D771E8E,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,7,5945353855736670,321750.5285,2239383.6784,60B66375,OK,Consistente
2026-03-19T12:32:47.423382+00:00,6.96,1,3,321215.2393,2235658.0655,768B5067,OK,Consistente
2026-03-19T12:32:47.427384+00:00,6.96,6,8351408232969060,312424.3999,2174473.8233,5F7508F7,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,7,7818218316416840,66645.0436,463849.5035,6581580B,OK,Consistente
2026-03-19T12:32:47.426382+00:00,6.96,4,4,494169.2170,3439417.7503,88145D11,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,8,774356640307617,364642.3887,2537911.0254,C8348838,OK,Consistente
2026-03-19T12:32:47.426382+00:00,6.96,3,4,537.7500,3742.7400,D2D4495E,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,7,8278237834912770,239449.9980,1666571.9861,E548414B,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,8,9678193507054570,140305.4700,976526.0712,4580514D,OK,Consistente
2026-03-19T12:32:47.427384+00:00,6.96,6,8813165570469740,22287.7940,155123.0462,3944C0C9,OK,Consistente
2026-03-19T12:32:47.426382+00:00,6.96,5,4,19940.2066,138783.8379,E8FC35E4,OK,Consistente
2026-03-19T12:32:47.425384+00:00,6.96,2,4,297944.8290,2073696.0098,53991C59,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,8,7274883460716760,97610.4484,679368.7209,DD7094F8,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,7,5527214830199320,13091.7474,91118.5619,E9CCAB56,OK,Consistente
2026-03-19T12:32:47.427384+00:00,6.96,6,9414990290220760,44786.1988,311711.9436,C4066FC3,OK,Consistente
2026-03-19T12:32:47.423382+00:00,6.96,1,4,258810.5176,1801321.2025,DF2CBADA,OK,Consistente
2026-03-19T12:32:47.426382+00:00,6.96,3,5,355516.9408,2474397.9080,AA3BD5CD,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,7,929075799214097,26873.5036,187039.5851,D07532E2,OK,Consistente
2026-03-19T12:32:47.427384+00:00,6.96,6,6514951393643680,185546.0758,1291400.6876,905F231A,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,8,4575964459528390,919.4116,6399.1047,231474BF,OK,Consistente
2026-03-19T12:32:47.426382+00:00,6.96,4,5,271060.8667,1886583.6322,A93F4FE1,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,7,2703869272998940,218754.7066,1522532.7579,5F1770B5,OK,Consistente
2026-03-19T12:32:47.425384+00:00,6.96,2,5,384755.9113,2677901.1426,E9990FFE,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,8,6969931686555880,127932.7992,890412.2824,4478CBA8,OK,Consistente
2026-03-19T12:32:47.427384+00:00,6.96,6,8519656388661130,237348.4606,1651945.2858,02287F4E,OK,Consistente
2026-03-19T12:32:47.426382+00:00,6.96,5,5,202617.4753,1410217.6281,629CE666,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,7,6529247045476300,399538.0630,2780784.9185,AA3BE87F,OK,Consistente
2026-03-19T12:32:47.426382+00:00,6.96,3,6,284967.2148,1983371.8150,A8DAFA81,OK,Consistente
2026-03-19T12:32:47.427384+00:00,6.96,6,6969819688825660,204449.9321,1422971.5274,07F591D8,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,8,1645179638050410,407955.7696,2839372.1564,DDEB3BDA,OK,Consistente
2026-03-19T12:32:47.426382+00:00,6.96,4,6,197549.7080,1374945.9677,8525FAB9,OK,Consistente
2026-03-19T12:32:47.427384+00:00,6.96,6,4093721343247220,411610.3612,2864808.1140,827893BF,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,7,8933045614147040,376742.0800,2622124.8768,92FDB6FA,OK,Consistente
2026-03-19T12:32:47.425384+00:00,6.96,2,6,125415.3890,872891.1074,03D5AB5C,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,8,7357282439677570,271.0345,1886.4001,B82DBEF3,OK,Consistente
2026-03-19T12:32:47.427384+00:00,6.96,6,2696934364826450,91167.2327,634523.9396,60E0E8B2,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,7,4995797294313760,93938.4284,653811.4617,DF130FD1,OK,Consistente
2026-03-19T12:32:47.426382+00:00,6.96,3,7,169898.9567,1182496.7386,D318097C,OK,Consistente
2026-03-19T12:32:47.426382+00:00,6.96,5,6,413462.9825,2877702.3582,78B472DB,OK,Consistente
2026-03-19T12:32:47.427384+00:00,6.96,6,5172137055141530,256.9858,1788.6212,581EA9D1,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,8,1747167013075470,413118.8792,2875307.3992,23A00A40,OK,Consistente
2026-03-19T12:32:47.426382+00:00,6.96,4,7,4608.8249,32077.4213,862C001C,OK,Consistente
2026-03-19T12:32:47.423382+00:00,6.96,1,6,2568.2658,17875.1300,E44D2162,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,7,1082613174029280,294565.7687,2050177.7502,5008E29F,OK,Consistente
2026-03-19T12:32:47.425384+00:00,6.96,2,7,221874.0000,1544243.0400,17741F36,OK,Consistente
2026-03-19T12:32:47.427384+00:00,6.96,6,1175690206881310,13185.0342,91767.8380,BC3FB4B5,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,8,5825721202139390,1251.9566,8713.6179,D9C5F579,OK,Consistente
2026-03-19T12:32:47.426382+00:00,6.96,3,8,317274.1140,2208227.8334,5B94CE60,OK,Consistente
2026-03-19T12:32:47.427889+00:00,6.96,7,1913724082297690,325900.4727,2268267.2900,632E23F9,OK,Consistente
2026-03-19T12:32:47.427384+00:00,6.96,6,9592130692161620,460612.1494,3205860.5598,EE40BDBB,OK,Consistente
